EAJCMPPOAHM GetPlayerTokenReq
CKGGEKFMPLO friend_list
FPODDFAANEE ask_friend_list
FJCFCLHCCJN ActivityInfo
HMNOPOAPIAE ActivityInfoNotify
NEHJEILGILP ServerUpdateGlobalValueNotify
CIKJCGFKBNL delta
KDDKHHJFPKF key_hash
FFMAPDHJIGF UpdateType
KAOHJOPENEA update_type
FMHCALGCGHM activity_info
JMHCCOIDFOB MusicGameActivityDetailInfo
IDDKALLFMCD activity_coin_map
JBKDALONNNJ wish_gift_num_map
IJLEAEMBFPE TrialAvatarActivityDetailInfo
KOMKCCLJGEO CrucibleActivityDetailInfo
FAFGBDHGBEC SalesmanActivityDetailInfo
MHJEAFNHCMP SeaLampActivityDetailInfo
BLLHKOMDFLJ VintageActivityDetailInfo
KMBMGILCJKH SlimeCannonDetailInfo
AFHINACHMJF LanternRiteV4DetailInfo
BHHMDENLFPL PartyDetailInfo
KCFOKEBJHKM SpiceActivityDetailInfo
EFGJJADDMOI RechargeDiskDetailInfo
HHJOJHHAEMG QuickTimeCombatDetailInfo
FNIOLIGOJLG BrickBreakerDetailInfo
CGPPGAGDIMD LunaRiteDetailInfo
NOKHFFGOAMK HideAndSeekActivityDetailInfo
PPLMMEJOJDP BlessingV2Info
NIHMLAHKHHM GravenInnocenceDetailInfo
FADMMBBIBDF SummerTimeDetailInfo
EBJBAJKHGPF InstableSprayDetailInfo
HOAANICNEEP LanternRiteActivityDetailInfo
IIKCNDNGBBE AutoTimeStopDetailInfo
OPICEJCHBFM DeliveryActivityDetailInfo
ILJPMDBHJEE FishingJoyDetailInfo
DMJMFFMBFDM FungusFighterV2DetailInfo
EPGAICMJEBF TreasureHuntV4DetailInfo
OKMHLMAKOKI TanukiTravelActivityDetailInfo
IJBJNEBNPGC DragonSpineActivityDetailInfo
BGKGMFJFLOB GachaActivityDetailInfo
LAOEMGJGOPO FleurFairV2DetailInfo
EIKPCMABHPG RainbowPrinceDetailInfo
FCKGPCONMCO ArenaChallengeActivityDetailInfo
GNPPEFCHAHP FlightActivityDetailInfo
HPHNGPOHENB ChannelerSlabActivityDetailInfo
HKIBOEAIMEJ WatergunDetailInfo
NPBIJLOLGOC AkaFesDetailInfo
EMOILGLLFAD FleurFairActivityDetailInfo
CFOEPMBECPM CollectUnderwaterDetailInfo
HPJFDBDFFGG SeaLampActivityInfo
JHLEIBEMFAK EchoShellDetailInfo
DMJDPDDLAJD LuminanceStoneChallengeActivityDetailInfo
PLOMOBKHCND StaminaFightDetailInfo
ENEGPFJBEAC SandwormCannonDetailInfo
IPEHJOPLODP MikawaFlowerDetailInfo
LDKGEHPEHLO EffigyChallengeV4DetailInfo
IALOIGNFMEA BomberDodocoDetailInfo
DONAJIJACOC NatlanRaceDetailInfo
FMPPLBANLKP ToyBattleDetailInfo
EGAFHLHNMLJ MistTrialActivityDetailInfo
HMNAEBOJHHF AcrobaticsBattleDetailInfo
HNCMHKJNFMB RockBoardExploreDetailInfo
LLEFFOPBBKM GcgFestivalDetailInfo
FDLANPLBGOA EffigyChallengeV5DetailInfo
KDKNPEFLKKA EffigyActivityDetailInfo
EFFIOMKOAHH NatlanArenaDetailInfo
CALFAIILCED ElectroherculesBattleV3DetailInfo
MFLOGHKECDM NatlanDrillDetailInfo
JMHCCOIDFOB MusicGameActivityDetailInfo
AAHMKDAADJG NatlanTourDetailInfo
NBKJHJKPINP FontaineGatherDetailInfo
AILBAIAJJKL HideAndSeekV4DetailInfo
BDNJDMABFOP WindFieldDetailInfo
ICIDLLNNGCE CatCafeDetailInfo
ANJEAFFPNBK GcgPvePuzzleDetailInfo
ACIHEDDKGNC UgcV2DetailInfo
FHPNNHKOPAO MichiaeMatsuriActivityDetailInfo
KDHOLBLLOLA BirdBallDetailInfo
AJALBCLGPJA PotionActivityDetailInfo
MIBEOFMBDIC IrodoriActivityDetailInfo
MENFLGEINKF SeaLampV3DetailInfo
BBGKDMMOMNH AsterActivityDetailInfo
DGPJJEGPJNN ChessActivityDetailInfo
KHGBHLELIFN GreatFestivalV2DetailInfo
BKFBINKIENM LimitedTimeRewardAreaBannerDetailInfo
LMKPNDDDFOJ FungusFighterV3DetailInfo
FFLAHGJIKOK TreasureMapActivityDetailInfo
NPGFMOFPECD LanternRiteV5DetailInfo
PLNHLNANFLB PoetryFestivalDetailInfo
MALOGDBHICF BounceConjuringActivityDetailInfo
NENIAEHEDJI MuqadasPotionActivityDetailInfo
HPOEIBJBCEP CeremonyDetailInfo
CINFHCNBEHB SummerTimeV2DetailInfo
HENPIMADLDF TowerChallengeDetailInfo
EMGEPJOBJND FindHilichurlDetailInfo
ALILBGBMAME RogueDiaryActivityDetailInfo
LHCHAODINFA UgcActivityDetailInfo
FCPKDHHDKDP CrystalLinkActivityDetailInfo
HJNPGLCDGPB TreasureSeelieActivityDetailInfo
BIGOKIAPCGA WinterCampActivityDetailInfo
AKGPJFHGDIP RoguelikeDungeonActivityDetailInfo
OOBGPIOANFN PlantFlowerActivityDetailInfo
PMGHJLBBJJE BulletHellDetailInfo
EDMHKPOADKL PhotoActivityDetailInfo
GKLNOAILOCJ FungusFighterDetailInfo
OABOJHJIMHN PenumbraAdventureDetailInfo
KPDANDBFKCE GcgPveDetailInfo
HDBNCMEGBMH GcgAutoBattleCardDetailInfo
MJKJJNEIPNO CharAmusementDetailInfo
GIPHDOHNPLC CookGameDetailInfo
HHGNAMNJGAE JourneyDetailInfo
AJLKBEOLIBG MonsterChessDetailInfo
BJEEOLPKFGF ArenaChallengeV5DetailInfo
BFGIEEJPBAE AlchemySimDetailInfo
HBJIBMIMNEC ElectroherculesBattleDetailInfo
PKCKLKJDDPN BlessingActivityDetailInfo
MBGMIMOLMEL BuoyantCombatDetailInfo
EJCPOHJBAGE AdShootingDetailInfo
LCGAGGDEAAP MonsterVsMonsterDetailInfo
MIHLKJGKNEB FilmfestDetailInfo
LGHDLGPEOKB HachiActivityDetailInfo
FCNKAENAADF GearActivityDetailInfo
GHMDPOAAGIE BlitzRushActivityDetailInfo
DEHENEIBDMO CooperateChallengeDetailInfo
HCJMFIGLOPO GcgPveInfiniteDetailInfo
OILFAKNGFCA LostSamachurlDetailInfo
NENHDGBEEPC EffigyChallengeV2DetailInfo
BMNABKIHJMD ActivityMultiCharacterDetailInfo
JGGFMGLOKAK TeamChainDetailInfo
DEHOJDGDGAB WaterSpiritActivityDetailInfo
BKFPDALHIHN SumoActivityDetailInfo
KCBCPKFLGNB DuelHeartDetailInfo
JMFPIKNDJKJ NahidaBirthDetailInfo
KCGIDKAABHK BoltbugAbyssDetailInfo
MJEGIIHCCNA CoinCollectDetailInfo
AOEKPDAONKC FairyTalesDetailInfo
EJMPCCFOCOL DigActivityDetailInfo
GAAIJCGDPPL GainBuffDetailInfo
PAADOLMCKLI AnimalViewDetailInfo
MKBKCKDDJOA BartenderActivityDetailInfo
EFKHFNNNJJM PhotoUnderseaDetailInfo
AAICILNDICB FishBlasterInfo
IAPCEJPEKIG GoalChallengeInfo
LHGCEKGEHEN SorushTrialDetailInfo
AMJDMFHNEHH IslandPartyDetailInfo
DFOMCLECGPH ExpeditionActivityDetailInfo
IBOODBJLGML MoonfinTrialActivityDetailInfo
BAPHNJFECAP ActivityWatcherInfo
DGCLHMMKJKE ActivityPushTipsData
LBIKOGPKIMK ActivityPushTipsState
FNGBFMOGLCL activity_push_tips_id
LFHAONJNAHL activity_push_tips_data_list
BNGGECFFLMO watcher_info_list
CPHBBHPPGJJ is_taken_reward
CKPAKFOBIBJ cur_progress
IAFGPFEEEBN Achievement
KNCJCLEJHIC status
KOECCKCKADJ Status
MKKHPHDHDEA id
DEJJIECIFNP finish_timestamp
CBOHCNPMIMH total_progress
MFKEDGEAOAJ AchievementUpdateNotify
AGPCGECMGIO achievement_list
AKHLIJGLAOB AchievementAllDataNotify
AGPCGECMGIO achievement_list
DMBOKGKOOMD reward_taken_goal_id_list
GPBJKABLLBP watcher_id
NAEKGFJMGIE AttackHitEffectResult
INCJIFJKOHD HitCollision
OLNEPGNFIOF HitColliderType
HMFMGJAFLLH hit_box_index
NOECLGGDLIC hit_point
CAPFPKAMNLE hit_dir
ELNJGFKMMOO hit_collision
DLDGANHKKFH hit_eff_result
HBIGIJBDLOP ability_identifier
GLOGAOKGKOI AbilityIdentifier
AMHAHEAIMCK damage
JEDFHBELAHD attacker_id
JIHFICECLCO ShapeSphere
PKBGBJFLEIO ShapeBox
HPJDJFLOKBI MassiveEntityElementOpBatchNotify
FMOKNAALCBI resolve_dir
INOPGEFDONF anim_event_id
PILLPAJHCDF BreakoutSnapShot
ICGCANLKCPD ball_list
NNDOKPEGMMG physical_object_list
CEMPAPIINJJ action_list
IINLMOBKIGJ wave_index
EDPCEFKFPNM is_finish
FCEHCBFFNEE score
FLMOOEGKMFC combo
FMFHHDPAJLP max_combo
IBEGGFKJLIE life_count
LLDCOAMDPDH wave_suite_index
GIOEHFLLPGJ spawn_point_list
ALIGCDDNAEF remaining_boss_hp
IMDBBBKDHJM brick_element_reaction_list
FPLGIPFBLBJ ball_element_reaction_list
NAKJGMDALJD uid_info_list
JNKNKLBLBEG dynamic_object_list
HFMDGFMDIKB id_index_list
JEBDGNOFJGH raw_client_game_time
FKHFLGGBINK BreakoutPhysicalObject
NPNDAJKOCHN BreakoutAction
OMICFAJOODA BreakoutSpawnPoint
ONKKCGJOCOO BreakoutElementReactionCounter
LFCJDMOKBAF BreakoutSyncConnectUidInfo
MKAEBIPPMBG BreakoutVector2
DLMEPEJPMJA move_dir
LGBACPOELKO init_peer_id
ALDBNJOKENM BreakoutPhysicalObjectModifier
CFPHODJJKDI modifier_list
AALIKEONBJI BreakoutBrickInfo
PGBDAMOGHMF last_hit_peer_id
DBACCKHNDAO speed_increase_count
IJGGJKGDMOA offset
AFPEPIABNFH index
AKIJDCNLJLI element_type
KOKEBIKJDHH element_reaction_buff
LIOHPMFGLMI param1
IEOPEJBOIFC param2
EJPJEKBNLKC param3
GINMFILOEHO param4
IIOIMFOELMI param5
CMFMECEIFDI param6
CMAKNCNIFBM bool1
KPMEMDFAAKE skill_type
NHOIFNENOCI choose_player_count
IGHMCLBHMEC hp
IEDMNFEEKIB BreakoutActionType
PDDIFGJMIBB pre_index
MPOBNJOEGFI new_index
DKOGLNDKAME has_extra_ball
OPENLKGEGGJ extra_ball_dir
KMIKECOCAEO extra_ball_index
DAOFNKDNMNI brick_suite_id
AIJPDKFGKLO spawned_brick_list
FBLKNDFFNEJ element_reaction
OCNCMLOGELD skill_id_list
HPMIAIJMDJD skill_level_list
KJEJPAEEBIK data_list
KEBONOCJCLA massive_prop_list
GIINPLDBCLK MassivePropSyncInfo
JKBCFAAFGLA MassivePropParam
BPMBEHPHJMF reaction_info_list
NJFFLPNCKAP sync_flag
EJMHJIFGELI breakout_snap_shot
MAPMDPHALDC float_value
NGGEAEJLMDC ability_name
BIKDNGEMOOK ability_override
HKDOEFKDKNB override_map
MAPMDPHALDC float_value
KLADGKKPANA AbilityAttachedModifier
GNGAIMBFGJH ModifierDurability
FKANMLNDJHL modifier_local_id
JPBOPEIHDJC parent_ability_entity_id
ADLLJFNACDC parent_ability_name
IMMJBEMLMGL parent_ability_override
DMDALLBHLCH exist_duration
AEJJKOFGBHH attached_instanced_modifier
AMIGPNMDOJK apply_entity_id
CJEFBLKGKOM is_attached_parent_ability
PLFPJPFPLDM modifier_durability
JJNMCAOIACJ sbuff_uid
JNMMPIPNMOL OPCHIOEBCNO
DKKHMCJBMIJ is_invalid
GNEPLEPHBEO attach_name_hash
MGDEHKENADJ reduce_ratio
DABGHDJHAPL remaining_durability
PDOMIKFOODI source
FBCAPPBIIGC VehicleInteractType
FBCAPPBIIGC VehicleMember
HHJBGIJOGEC VehicleInteractReason
MBBDLDDLDGG member
NBKEOIAFAOB interact_reason
IGNIBCMJHPL ObstacleModifyNotify
BAIBIGNCNPI add_obstacles
IOHAFBGEFEA remove_obstacle_ids
LLAAKPKDAFN EvtDestroyGadgetNotify

DMMNPNIOCCN GetPlayerFriendListReq
IHAMHAHPHNG InvestigationMonster
FDJCGNDOCKC LockState
PJAIOBBBLPB lock_state
MNHGPHKLNFB monster_list
LILKHMGMIPH GetInvestigationMonsterRsp
FGAGLBNJHGA is_for_mark
IHKHBJFBCDC GetInvestigationMonsterReq
PHJBGAHNHKN city_id_list
AEHGMJJNEPC GetBlossomBriefInfoListReq
GIPBHDLCPFN mark_list

KONFEFJMIDE PullPrivateChatReq
LBGHJMJBGCA from_sequence
OLJEICJIJOO pull_num
PAFHKELJJKH begin_sequence
DONNBIDFGBB PullRecentChatReq
CABDMNJMBOJ payload

GOICIHHJALM SceneAreaUnlockNotify
PLCPJOPCGBE area_list
BHKHDEFFECC EvtEntityRenderersChangedNotify
MMNLGIIGKGA is_server_cache

BDJOJPMEMBP AiSkillCdInfo
DOLHJAMDJDG EvtAiSyncSkillCdNotify
KAFFJBGJCBE ai_cd_map

GBPLDPHFKGO WindSeedType1Notify

ODGFMKIMOHG EntityAiSyncNotify
DGMCOCOGGKG AiSyncInfo
NCGCFOOGLOK local_avatar_alerted_monster_list
DGMCOCOGGKG AiSyncInfo

FFMNPHJKJDP SetOpenStateReq
OGOCMJKPDHD SetOpenStateRsp


DLFCJIGJMKM EvtAiSyncCombatThreatInfoNotify
MFGNDJNPBNL AiThreatInfo
LCOCDMIOPAH combat_threat_info_map


GBJKDAECMFM SeeMonsterReq

KBNEDCJGJII WindSeedClientNotify
PKBHFFCDJDC notify
HPELJOEDAHO RefreshNotify
LJHBCJNODDB AddWindBulletNotify
GENLMFEFLHM AreaNotify
KKNKIOCLGJC area_code
DPMMOMCOCAN refresh_num
LHHPJAMMMKE seed_pos
FDCBADBDNBC map_area_id
MCIBIENLDBF GalleryStartNotify
BDNDPHICALN GalleryFlowerStartParam
KJFOOINFDPJ ElectroherculesStartParam
OMKIGBGPAIO owner_uid
DJCOGIBGBPI gallery_id
CIBJBMOIIOJ player_count
PNPBIJEBGBC ClientPlayType
DCMFGGOCHNH activity_id
MFIACFGMHJF cost_time
MOKFBEIJOIB ActivityScheduleInfo
CMBPHICIIKF schedule_id
PIKLAOHAEOI begin_time
HLOAGBEJBCL ActivityScheduleInfoNotify
ICNKLICKGBJ activity_schedule_list
DIHMGIIKFOE remain_fly_sea_lamp_num
JMBCLMAOKPG GetActivityScheduleRsp
ICNKLICKGBJ activity_schedule_list
DIHMGIIKFOE remain_fly_sea_lamp_num
AMPNOJDONDG param_index
KOHDHLLJLCP param_uid_list
MLKKFDGMHAG NormalUidOpNotify
GPJODNONDKN routine_id
IJLCLEOCJPI finish_progress
BGHPAGJNJMI WorldRoutineInfo
FALAEEBIPMB WorldRoutineChangeNotify
IEGCLOEPLCH routine_info
KCMNDNBKIGO routine_type
DNGOKKKDAGL WorldRoutineTypeInfo
EMCNDKPBCEA world_routine_info_list
GGOOFNEMMNF next_refresh_time
KCMNDNBKIGO routine_type
FBKGBJABDBO WorldRoutineTypeRefreshNotify
HNEOFPFCHBJ world_routine_type
KPKEIFNNLJM WorldAllRoutineTypeNotify
GEEMGPHDFFO world_routine_type_list
BKHJPPKAKFO WorldRoutineTypeCloseNotify
GNCODMHFKJJ PlayerRoutineInfo
KMPMHLMDJIP finished_num
DGPIMALPMAD PlayerRoutineDataNotify
MEKOAOCFMHE routine_info_list
IOHDMACLOIE EvtBulletHitNotify
LHEHKDFEIKF hit_normal
KIHCFBBPJEA hit_collider_type
IFBAJENCAOM day
LDNDHPPEJEB month
CBNDCFOMANN SetPlayerBirthdayReq
AMHKOIAGJCG SetPlayerBirthdayRsp
GIDNJAPIIKO AvatarPropChangeReasonNotify
JJEBJJGNJDB cur_value
GDJJDOLNIFA old_value
KOAGFDJHDHJ PlayerPropChangeReasonNotify
EHGJDLIAHMI CodexType
LHLBEDIGNLE CodexDataUpdateNotify
AFOHHLCOFPP weapon_max_promote_level
IFAIODAEKNM GetShopReq
FADEOCJGEJD shop_type
FBCKJPPEAPN ShopGoods
PECPLJHDAJC WidgetSlotTag
OBFPPOBOCIC WidgetSlotData
KDKIONEJCNG tag
AEKJKKCBOPK cd_over_time
LENDFEGLNAL material_id
IDLMFANNOGL WidgetSlotOp
GEDGJLIPHFE slot
LMLPOJGNAHG WidgetSlotChangeNotify
DIBPKDAIJDG SetWidgetSlotRsp
JNEIIOGHCMB SetWidgetSlotReq
GPEJAGKMFFN BattlePassUnlockStatus
MCHLHDGGEGG BattlePassSchedule
IHCFLKOGLHJ BattlePassRewardTag
FNIAOILHCFG unlock_status
BPCNJGAJBOO reward_id
CMCHIJPECEO ReportUgcReasonType
BMECNMLFCID target_guid
NDMKJNKDJDF ugc_type
FFFPFANBKEP UgcType
ODOLNLIKBPO UseItemRsp
GHGNJICFDEH option_idx
MJFAIAANIED BattlePassRewardTakeOption
LCEMNLABAOC reward_type
HHGCCDNNLNA UseItemReq
CJHEKLGBDGA is_enter_mp_dungeon_team
IMPKDHCDCGG GadgetStateNotify
DNCMEIPFHBH CodexTypeData
DGCHLIDGILM weapon_max_promote_level_map
IHJKNMDKKHN have_viewed_list
HFCEFOANIHL codex_id_list
GLBMKLJHAEO CodexDataFullNotify
KNFIEOEDKIO type_data_list
BHEBKBJHBEN recent_viewed_pushtips_list
PIMEALCCGHH ViewCodexRsp
ENFBBFFCAKF ViewCodexReq
LJJNAGKMOMD ResinChangeNotify
MOCHOCMLIKD AbilityChangeNotify
PJDOOHOGPAH TowerAllDataRsp
GEFPOGPHHEC TowerSkipFloorState
PFAPJOGEOGH fetter_info_map
BMFGBEEMDFO AvatarFetterDataNotify
FNPKLOAFIMF ForgeQueueManipulateType
EIOOBEMIPDK ForgeQueueManipulateReq
MNPEFKFJNCN ForgeQueueManipulateRsp
GFHBCGENHHL manipulate_type
MMFOCGKGHMK ItemHint
HPKAGCPPONJ extra_output_item_list
JJDGJFBBJEF ItemAddHintNotify
KGPCGCODKJE overflow_transformed_item_list
NHMJPGAAPNF PlayerWidgetInfo
NCLPMPAMDBH player_widget_info_list
KOCOIBLDEMF player_uid_list
HDCBFMCHOJI WorldPlayerInfoNotify
GCNCMCEMKDJ slot_list
DLLECLBFNHJ avatar
JPIAADCMJNJ is_in_team
IMKCBHFBLAJ AvatarAddNotify
IDOIMLPHNJP WeeklyBossResinDiscountInfo
ADJMMNFFHBD weekly_boss_resin_discount_info
PAECFBEBIAI discount_num
JDAPPMFGEEO discount_num_limit
HOMKPJAPPDL resin_cost
NGBLCAIDDPJ original_resin_cost
BKALDMBLDJE DungeonEntryInfo
FNLACDACENO is_passed
HFHFKPAEOJJ DailyDungeonEntryInfo
DCMNFCAPNFF dungeon_entry_id
JJFHEGKAFJI recommend_dungeon_entry_info
NFFPHAGFKNG dungeon_entry_config_id
OMMBDHDOPBB recommend_dungeon_id
ONDIPEHJEIA dungeon_entry_list
ABLEPJEOMAO DungeonEntryPointInfo
NOAKGJEKGBL DungeonEntryInfoRsp
ONDIPEHJEIA dungeon_entry_list
ABLEPJEOMAO DungeonEntryPointInfo
KLAEOMAAAGH dungeon_entry_point_list
HEJABJLKMKC AbilityInvocationsNotify
CLFJLBOJNDI entity_info
GOKIJNJGLMI die_guid
KNHCDBGHNJO reborn_pos
LEOMHGBMGLH AvatarDieAnimationEndReq
LLMLDDIFKLL AvatarDieAnimationEndRsp
NEBNNPMKODL fetter_level
IPFNJJJLPCC AvatarFetterLevelRewardReq
KLCLOHAJECH AvatarFetterLevelRewardRsp
GDNLCNPKHEG AvatarSkillChangeNotify
PMEPGHMLPPP cur_level
FAHAIINIJLO old_level
KNENOOFPMGC avatar_skill_id
KEAFKMECMIH AvatarSkillDepotChangeNotify
NIBKGEKHGFP proud_skill_list
MCELMCNOFEP ProudSkillChangeNotify
LNKIHDPJOLG AvatarSkillInfoNotify
LAJGLBNDGKE AvatarSkillMaxChargeCountNotify
IFDEDGONKND AvatarSkillUpgradeReq
JPPKCAENKDF AvatarSkillUpgradeRsp
LEFAANAPBAK talent_id
GEGJLIKDOIE AvatarUnlockTalentNotify
PKLJPBCGMLG UnlockAvatarTalentReq
ALOPJEPNCPE UnlockAvatarTalentRsp
FGDAHABGEGN AvatarWearFlycloakReq
CODBLEBIBFP flycloak_id
LOAPCFPNGKH AvatarGainFlycloakNotify
JFMOOMLCPIG AvatarWearFlycloakRsp
LKJFDBGCOOF AvatarFlycloakChangeNotify
HKBENELHJHA BattlePassCurScheduleUpdateNotify
PEKKIIOHFHP BattlePassAllDataNotify
CAGAELDIHDJ BattlePassMission
CBLPIBOBLBK mission_list
PAPEKNILHLB cur_schedule
KNMGANIOBHM mission_status
HKEAOCPHDKD MissionStatus
JIOFHNKKOOG mission_id
DAHCGIJPCLK BattlePassMissionUpdateNotify
PFKDGAMHIEF BeginCameraSceneLookNotify
ABBMOIIKBAF KeepRotType
LMAMLJEFOFL init_euler_angles
ABLPCDJGGAB init_pos
HHEBABBOGAC LifeByOwnerType
CHPEKDGJBBB life_by_owner_type
AKELEJMOKAE camp_id
NMEFMFPKDAO camp_type
GMKBPBGPBGG target_entity_id
FBIEDAGHFBF async_load
IFKDJIOHFEG target_entity_id_list
LAEGBOLMFAG target_lock_point_index_list
EPEEMMPOEIP AbilityEmbryo
GPPEJJFLKDL ability_embryo_list
AIKKGEIEFFN ability_override_name_hash
FNEMELIGPJP ability_id
OHADJKEJONP TowerMonthlyBrief
CEGHFMAGBCL monthly_brief
OFEIHCAEPAC last_schedule_monthly_brief
KPPLIJNHIIC TowerFloorRecord
FCBGEKKGPPO tower_skip_floor_state
ABFFDLGLMFO is_first_interact
EGCJEKLOBBG is_finished_entrance_floor
EIIKHFPPMJF tower_floor_record_list
NPIIJIMIDIP TowerFloorRecordChangeNotify
AJCCNGDALCA passed_level_map
PDBJHBONCOF TowerLevelRecord
CDJPIBFCHIA passed_level_record_list
LGGMMOKOPPK floor_id
PFKICFEPFKC floor_star_reward_progress
GLDJKFFGAPP tower_schedule_id
LOPGBNKJAJG next_schedule_change_time
PKGLNNONKAI AllWidgetDataNotify
IIADENHKGLI WidgetCoolDownData
KEBLINFLFAK ClientCollectorData
AAADHILDBAA OneoffGatherPointDetectorData
NPIMKJCBDBJ oneoff_gather_point_detector_data_list
AOMGBIAODLC client_collector_data_list
AFNMKGOKKHF normal_cool_down_data_list
PLBIEGGEPDO cool_down_group_data_list
PGJPEDBFNOK AnchorPointData
MEHAJEPFKON anchor_point_id
CCIKMIPLLOH AnchorPointDataNotify
JAFHDBBKEKI anchor_point_list
BHIJNKDHOMF next_usable_time
FLKIPKLPGFA LunchBoxData
MAKALLPOKCM slot_material_map
AGNFNAOANFK lunch_box_data
ODAPCLHNLME SetUpLunchBoxWidgetReq
ANFNLKMFIAF SetUpLunchBoxWidgetRsp 
OLPKBEHIDOJ background_active_widget_list
HKOCPFLGNJG quickswap_widget_id_list
OCFMGCGMKOE quick_widget_index
NKNCHFBEPIJ next_anchor_point_usable_time
ANPLINEHBDK SkyCrystalDetectorData
KHFAIKEMIMJ hint_center_pos
IPAIEMFFEML is_hint_valid
GJBAOGAHINB SkyCrystalDetectorQuickUseResult
MOAKHOGBMIP SkyCrystalDetectorDataUpdateNotify
NIAGBFOJNBO sky_crystal_detector_data
KKCLJNFKCCL WeatherWizardData
ACBDDKKDMIC shield_value
MFGNFCDIBMG weather_wizard_data
KMHAPOLKBIM is_all_collected
FNPMJFAAFBD hint_radius
ACEOHBMOEOL cool_down_time
ONGGBFJNLIA is_success
GDMMHEPLJOK EntityAbilityInvokeEntry
HJACIIHMEMN ClientAbilitiesInitFinishCombineNotify
OHPKOGMLCGC entity_invoke_list
PCOCCGOLODJ TakeoffEquipReq
JCAKGFCPENC TakeoffEquipRsp
OEHDEMPILIF WidgetSorushInfo
MBMCKMKGDBN GalleryStopReason
DNDFBIIKEMO ReunionReportType
EAOIBEIPIDJ ReunionBriefInfo
GOMOJGAKGBH finish_time
AKHHHHLEENO penalty_finish_time
OGJHNCJLPME AvatarSatiationData
BPEBGBNBBJP satiation_data_list
BCJFLBCKLBC AvatarSatiationDataNotify
LIBACAICKND AvatarChangeCostumeReq
BDJJNAEBGBC AvatarChangeCostumeRsp
MGIMFBHEMDI AvatarChangeCostumeNotify
IDNAMBHELOO defense_id
HHFBANHOOPM EntityFightPropUpdateNotify
BJFLJALIAPC EntityFightPropNotify
POJNJIJJEGF PlayerEnterDungeonReq
LOGNPEFONKH DungeonEnterPosInfo
CFPEHDBAOFK enter_pos_info
BNABILPLNPJ DetailAbilityInfo
DPOMNIMHFFD GetGachaInfoReq
NDPNHLAHGDD GachaInfo
DGONKHGOADD GetGachaInfoRsp
MFPCPHAIIDI gacha_info_list
APEFGOOHOAL daily_gacha_times
OMHLGCDLBIG gacha_random
OAOAHMOLBBF GachaUpInfo
HFKEKNMINLD gacha_up_info_list
EAIBKBAGCKN item_id_list
GJDIJJNPNGH item_parent_type
CIANNJLGOLB DoGachaReq
BIEINFGCMFE gacha_tag
JKCNEKFDAKN gacha_schedule_id
AGIIHHEPBEO gacha_times
EPJLFKNMNGE gacha_type
AAPPEMHEMAE GachaWishRsp
MPKIAICJPOJ DoGachaRsp
IFIPOCACCLI GachaItem
FICEBMFAHFN gacha_item_list
MNEDAJFBNOJ ItemParam
IOIGPMDEPKI GachaTransferItem
JCPNINFMEPM transfer_items
LKFKKIDNJPF token_item_list
JBBECIPFAME gacha_item
PAFPOENLEOF SetPlayerNameReq
PHIINAKODLN SetPlayerNameRsp
ONJBPBMFKFF GetAllUnlockNameCardReq
NFGDBKBBPHO GetProfilePictureDataReq
JCNDHOAFOIG QueryCodexMonsterBeKilledNumReq
NGPIIHBJICG QueryCodexMonsterBeKilledNumRsp
PEGAAKDGBGL MaterialDeleteReturnType
LHDJMDGJLIJ TakeMaterialDeleteReturnReq
OLOKHLAELPP MaterialDeleteReturnNotify

PEBGFAEEJCE AbilityActionGenerateElemBall
CEPCLNIFLNK AbilityActionCreateGadget

MLPNLHOIILO camp_target_type
LGHMGOLDMIE invoke

AMCHJDDNLJO AbilityInvocationFailNotify
CDHHLMGJBML AbilityMetaAddAbility
LHGJPCALFBC ability
LBKLPBLKABB AbilityMetaModifierChange
FDOABGJPGGF ModifierAction
PMNDDAPJDEB action
LFJNOIDPGKP ModifierProperty
KGCMBFHHAGA AbilityMetaReInitOverrideMap
MCFOPMBJGNM ServerGlobalValueChangeNotify
MFHPFILOJJI MonsterSummonTagNotify
PLDFEBAGPIF monster_entity_id










