MCEPEGNDBKC StopServerInfo
OPLHDPBHJDN dungeon_entry_point_list
EDKCAGMEEFM ObstacleModifyNotify
FOILPFJAPNK add_obstacles
MMJOMOPIIOK remove_obstacle_ids
OPBMGAMPIPC AiSyncInfo
MDIHPHMAAFI local_avatar_alerted_monster_list
JAFJMIIPJDA EntityAiSyncNotify
DLCKAAKAJLF SetOpenStateReq
HPHBKFHJEPH SetOpenStateRsp
IHPPPCOCCJO LifeByOwnerType
COMMDIEGGEK EvtCreateGadgetNotify
KBCKLBPNKNB life_by_owner_type
HGADFPBKGBD camp_id
AAKGIECJDOF camp_type
HKFDEENHOAD target_entity_id
IDJMAKJDCDG async_load
JNHLOFBACCK is_peer_id_from_player
LPDAINJGFJN target_entity_id_list
CKIAMKMBMOA target_lock_point_index_list
FHOPLBAOBPC init_euler_angles
EIPHMIGOKJB init_pos
HPOHJNJLBEE PersonalSceneJumpReq
JCHNNEEKNDO ActivityInfo
BCBOCNOHACL CrucibleActivityDetailInfo  
JPOABMKLFBE SalesmanActivityDetailInfo  
NBCJGOMIEMA SeaLampActivityDetailInfo  
HAKLLNLIEKO TrialAvatarActivityDetailInfo  
JPALCGENOFD ArenaChallengeActivityDetailInfo  
BEGGPPKOCJK BuoyantCombatDetailInfo  
GKHKHBICMKD BlessingV2Info  
DEDGOIMDNOB CeremonyDetailInfo  
MAMLGELOFEB BulletHellDetailInfo  
JEFADOLINEM CollectUnderwaterDetailInfo  
GAIBDFGMLOH FleurFairActivityDetailInfo  
BIJEOBCLOKE SeaLampActivityInfo  
EMAOLEDLPOC RoguelikeDungeonActivityDetailInfo  
NCLNMJFDOJG IrodoriActivityDetailInfo  
JJGIBJKOELH GCGAutoBattleCardDetailInfo  
ECJMBPNIAAH SandwormCannonDetailInfo  
NCMAPBPBDDL DragonSpineActivityDetailInfo  
DEAOBPAHIKG LanternRiteActivityDetailInfo  
NBADJOAEKJC BlessingActivityDetailInfo  
CCFGAOGHEMC ArenaChallengeV5DetailInfo  
LDIECGNHBPJ HideAndSeekActivityDetailInfo  
IPNPFBBNFJA TeamChainDetailInfo  
GKLMAHHCBMP GearActivityDetailInfo  
DACPHGNEAPL LanternRiteV4DetailInfo  
ADDOBDGAELE SeaLampV3DetailInfo  
LOBENIOJEPH MusicGameActivityDetailInfo  
MOOEKCCAJAB VintageActivityDetailInfo  
LOIOEDHEMBA EffigyChallengeV5DetailInfo  
CKCHIGGCCJC AkaFesDetailInfo  
JJLPMKDEGPF NatlanTourDetailInfo  
BODCFFIBPEN MonsterVsMonsterDetailInfo  
OICKIBCBEGI BoltbugAbyssDetailInfo  
FNIHHNOHCON UgcActivityDetailInfo  
CBIMMPGFJOI MuqadasPotionActivityDetailInfo  
OEDJPDNINJF TanukiTravelActivityDetailInfo  
BMENHLJHBJC BounceConjuringActivityDetailInfo  
AANELBBPDEK AcrobaticsBattleDetailInfo  
AJNDEKAOPGC GCGFestivalDetailInfo  
JFNIFKPKBBK RogueDiaryActivityDetailInfo  
CHLNPFHPKLK MoonfinTrialActivityDetailInfo  
LLHBDHNNDHG SummerTimeDetailInfo  
LEJADCICGKC FilmfestDetailInfo  
EIFLFFADGPC UgcV2DetailInfo  
JBJPNPDOMJG StaminaFightDetailInfo  
NLCFIIKBENO FairyTalesDetailInfo  
JHEBBAFBPPC CookGameDetailInfo  
EPKJDFPHIGA FungusFighterV3DetailInfo  
CJHDMILPNLB RainbowPrinceDetailInfo  
MNDCCMHDHED PlantFlowerActivityDetailInfo  
LMPAAMBKAAM TreasureSeelieActivityDetailInfo  
AIJLGEIOJCL RechargeDiskDetailInfo  
ONEHIHHLBJI FleurFairV2DetailInfo  
LLMJPKEOJJG CooperateChallengeDetailInfo  
OCKIMPKFLMP AsterActivityDetailInfo  
ODMAHHLCABK ChannelerSlabActivityDetailInfo  
AHDPNOLDGPI FontaineGatherDetailInfo  
HLOLODDLEGG WaterSpiritActivityDetailInfo  
GFNLBJHLEPN AnimalViewDetailInfo  
KEDJNFNDLMI CharAmusementDetailInfo  
ALMCBCALIND WatergunDetailInfo  
BJDENEDFBLM PartyDetailInfo  
EHJNPNGDJJF SlimeCannonDetailInfo  
KDOKOOFPPJF AdShootingDetailInfo  
BOPJJIAJCPO GreatFestivalV2DetailInfo  
FFNCDPGFFJG MichiaeMatsuriActivityDetailInfo  
ADJFGOMICHN GCGPvePuzzleDetailInfo  
HNGMCFHDOJD NatlanArenaDetailInfo  
ANNBAIGEDHP DigActivityDetailInfo  
BMBOJCCGOKF MikawaFlowerDetailInfo  
GEFHNFHOMFD NatlanDrillDetailInfo  
MECADLFDBEO CatCafeDetailInfo  
CMMFOOAFNLC FungusFighterDetailInfo  
EFFEBEKJNIL DeliveryActivityDetailInfo  
BBENPOGMCAI GachaActivityDetailInfo  
FCACNNKGDHG ToyBattleDetailInfo  
KDHDHAOGMHJ ElectroherculesBattleV3DetailInfo  
PKGFLABBGCP NahidaBirthDetailInfo  
MOCNHNDMKKA SpiceActivityDetailInfo  
PKNLENGPGMF InstableSprayDetailInfo  
NGDPDNPDOGA BartenderActivityDetailInfo  
FPMLKDNMAEP TowerChallengeDetailInfo  
KPKFDBOALBH SorushTrialDetailInfo  
LFDKDBLAGOO ActivityMultiCharacterDetailInfo  
LDHHKAOCPPP AlchemySimDetailInfo  
PMCHPNEOAFM ThemeParkSimDetailInfo  
AGABMKBAPPG NatlanRaceDetailInfo  
AAEDBOIFMLH TreasureHuntV4DetailInfo  
EGFKCBBJFGF MonsterChessDetailInfo  
GBGHBPOOJDL ExpeditionActivityDetailInfo  
EMKFFCPAKHB LimitedTimeRewardAreaBannerDetailInfo  
DCAMIFJCABH LeyLineChallengeDetailInfo  
BOIOGEFGDJE TreasureMapActivityDetailInfo  
IHANPPAOJOA GCGPveDetailInfo  
MMCFHDCNLPG ElectroherculesBattleDetailInfo  
IHPGHNEKFKP EffigyChallengeV2DetailInfo  
PFBIGFFELCJ RockBoardExploreDetailInfo  
NOBNKIJIOKL LuminanceStoneChallengeActivityDetailInfo  
MKGIEELKPDM SummerTimeV2DetailInfo  
GOCMMELNPEM BirdBallDetailInfo  
NGKDCFIBJGH PhotoUnderseaDetailInfo  
POHJOCKFGHC PoetryFestivalDetailInfo  
CGEJDAHCEOP EchoShellDetailInfo  
GAAECOHPEHI WindFieldDetailInfo  
PGAECGOHMEC PenumbraAdventureDetailInfo  
HOBAIFBHEKL DiversityBattleDetailInfo  
NDAPKKGPLAB JourneyDetailInfo  
PNIIBHKMNFN PotionActivityDetailInfo  
OJNJENCIBHF SumoActivityDetailInfo  
BFLJMAFCGGM HideAndSeekV4DetailInfo  
COLNGALNMCB GravenInnocenceDetailInfo  
DLAJKHJLCIE GCGPveInfiniteDetailInfo  
MEAEMOFBGLA IslandPartyDetailInfo  
HGEPMDDJADN FindHilichurlDetailInfo  
NPHIDNELFJI MistTrialActivityDetailInfo  
MJFNJFNACOG GoalChallengeInfo  
IMADEBDHAHM Mvm2DetailInfo  
OHODLLNKJDN BlitzRushActivityDetailInfo  
DIMBNFPDHPM FungusFighterV2DetailInfo  
FCADDJKCFFM CrystalLinkActivityDetailInfo  
DPOMELPCBHH AutochessInfo  
KBIMCHDALJB PhotoActivityDetailInfo  
LBLIPBHAFJC ChessActivityDetailInfo  
NOCPJJOHKOO GainBuffDetailInfo  
OKGDALMJFFK FlightActivityDetailInfo  
JOOPMNPEBJM LunaRiteDetailInfo  
PIOHDFHHBDP WinterCampActivityDetailInfo  
FIPANKDLGDH EffigyActivityDetailInfo  
JAEMLDEBFLO DuelHeartDetailInfo  
DKNCLCFKCNP CoinCollectDetailInfo  
PILMAIHMOOJ LostSamachurlDetailInfo  
IEEAIHDIHEE FishingJoyDetailInfo  
MMGHLCHJONI BomberDodocoDetailInfo  
HFCCNNDAJDP AutoTimeStopDetailInfo  
OCJBEIINOPP HachiActivityDetailInfo  
OIOLEHNKIOJ BrickBreakerDetailInfo  
GDCEJNBJAFF QuickTimeCombatDetailInfo  
DHNAJCLNIEO FishBlasterInfo  
LPHAPKHDJGO LanternRiteV5DetailInfo  
IIHLFLPGFBM EffigyChallengeV4DetailInfo  
HKOOALIJBEK ActivityInfoNotify
PHMENKLFEOC activity_info
EKCKLBHDGIG activity_coin_map
DPHKJDMFPEH EvtDestroyGadgetNotify
KAKJJKIMDED GetInvestigationMonsterRsp
NAJCBOBOKEA is_for_mark
HIHGAJIIJPP GetInvestigationMonsterReq
BIPHNDBGIBI city_id_list
OEJDCMFFCML ActivityScheduleInfo
HNBPICPPFIJ remain_fly_sea_lamp_num
FOIPBIMFLEG activity_schedule_list
EBNOJIOIFCF ActivityScheduleInfoNotify
AIEHNLECDGP GetActivityScheduleRsp
JIILKCEONCH AiThreatInfo
MCOPMLGIJNK EvtAiSyncCombatThreatInfoNotify
KFDHHFFKNPD combat_threat_info_map
GFJGPLMPIKN HitColliderType
COLDCBBCOLB HitCollision
AJAOKNMIGDL hit_collider_type
JJFJEJFCNED hit_point
NDKOHDIMBDA hit_dir
BIMHMEAONLF hit_box_index
OCFFINJFCAG EvtBulletHitNotify
OCHIIFCOKPD hit_normal
JCPFAGBNFFO CodexType
DBFJHMHGHHE CodexDataUpdateNotify
NGFDKOMGBHL weapon_max_promote_level
GIKAJNMCPAN CodexTypeData
OIIHMDOFJNJ weapon_max_promote_level_map
OBBLCBCOCAP codex_id_list
GEBOLDHMNGK have_viewed_list
AKNGNIMHLAP Achievement
KGIIGGPDHPG Status
FEKEGBMOOGF status
LLKEDJIACNL total_progress
IAAHHIPHIGP cur_progress
AIHCBAEIFJH finish_timestamp
EFFCDCEHNOI AchievementUpdateNotify
DNKOFHADMMM achievement_list
MACAILLCLJE AchievementAllDataNotify
OPJEHPIPFMN reward_taken_goal_id_list
ALPDFBNDIIC GadgetStateNotify
ICJLJKLCOKG CodexDataFullNotify
OJPKDNEPMFC ViewCodexRsp
EKMDCGDCEKO type_data_list
EKIBKAJBMOA recent_viewed_pushtips_list
ONDBPLLONBB ViewCodexReq
CDPCGGJJGIA ResinChangeNotify
GIPNDGBJALF AvatarFetterDataNotify
NHOIJCMBCPG fetter_info_map
MCILHCBMJBF ItemHint
KEHCEOLELKI ForgeQueueManipulateRsp
AEFNLNLOKBD manipulate_type
JBOENBJEPGF ForgeQueueManipulateType
PNDCMKPHEEL extra_output_item_list
GNJDJFAHIEA ItemAddHintNotify
FONFEHPNDED overflow_transformed_item_list
NFDMEEIBHMC position
DKPDNPBMBMJ WorldPlayerInfoNotify
FGGGLPMBKMB PlayerWidgetInfo
HJONIHBNHCB player_widget_info_list
ADMEOKLOOPN player_uid_list
LBJDBGEPMEE WidgetSlotData
NHFKFJKAJJB slot_list
PEEAFLJKAEO WidgetSlotTag
PNFPBFCFICP material_id
MPFPGBOHAEC cd_over_time
FIKEPIBFKDH avatar
EHMMOKEKEFL is_in_team
BBFOIBECEKF AvatarAddNotify
LAABMCECHOF AbilityInvocationsNotify
NNCEAEMFBBP AvatarDieAnimationEndReq
KFHCAJPLPBI reborn_pos
INLCLKPEJPM die_guid
AIBCBJEJDHK AvatarDieAnimationEndRsp
MFPHJPLMIFB AvatarSkillInfoNotify
PPEGDAJIDMM GetPlayerSocialDetailReq
FOBCBLHEFFB VehicleInteractReq
NPMNJLEDJAI pull_num
OKIIEHCLHOI from_sequence
JJIJGEKHCEI PullPrivateChatReq
ONCEGFHJIOL PullRecentChatReq
KAFDFJNNLDJ begin_sequence
DKHKJPGJGKL PullPrivateChatRsp
DDNGMPEPHLJ PullRecentChatRsp
INEAHFBLCDN AvatarSkillDepotChangeNotify
JGOGFLBAIAK AvatarSkillChangeNotify
OBGPINKCFJF cur_level
FABMGHEJDDM old_level
FOKCCPEIBJF avatar_skill_id
LFLDACBJKCF AllWidgetDataNotify
GDPIDPMHGPG quickswap_widget_id_list
FIDKBEAFLEN background_active_widget_list
OLLIIBOJDLN EntityAbilityInvokeEntry
LOKLNPNGFFP ClientAbilitiesInitFinishCombineNotify
GDBACBEBKIE entity_invoke_list
FHINHIFEJIM ServerUpdateGlobalValueNotify
IGHAOAJDLBG UpdateType
FLGOJEMLHAC delta
GEKCKKLNGIN update_type
OOMGDADCFHC key_hash
AFJFBAMPNDJ is_guest
CFBPLIOGAOL extra_bin_data
NNNBILMJNHB AdjustTrackingInfo
BIHIJFFJFAF TrackingIOInfo
PJMBABABNCD ShortAbilityHashPair
DHIJPAKAPJF short_ability_hash_map
DJBGELGKKHN ability_config_hash
FOCHNGGONMC feature_type
LJILNDLADOL client_rand_key
PCNCOFGPDLI account_token
NJPPGLDCOJF client_ip_str
JNJNNGOPBMN security_cmd_buffer
GDLOOOMKKBI sign
BFMHHMKKLIO client_version_random_key
APPIELNGOCE server_rand_key
PKMCPFBCELL EnterSceneReadyReq
BDIBPOOINJI EnterSceneReadyRsp
BDOCGNJALFK SceneInitFinishReq
NDBIBHPPKPK SceneInitFinishRsp
PHJIKGINCHH EnterSceneDoneReq
GIKNFOOGCMG EnterSceneDoneRsp
NIPOCFMHHAL PostEnterSceneRsp

EMJHNIDHIGF modifier_config_local_id
NKAELDPHEMG target_id
OEAGBIDLNEF is_open
EKPNJJAJIKK schedule_id
PHLMECLEKCO begin_time
MFKAPALPHOH activity_id
KABOKMCCAHN is_new
BICLPIHELFM tag
LEPOEDGCEML LifeStateChangeNotify
OIMAHLJLLPK AvatarLifeStateChangeNotify
CAHOANANOJP SceneEntityAppearNotify
FMIDGFNABGB SceneTransToPointReq
LMLNINKHJJA AvatarSkillMaxChargeCountNotify
OMFIFGNMBBM ServerGlobalValueChangeNotify
OBBHGHHFODG GetAreaExplorePointReq
DPIHBAFKLNO QueryCodexMonsterBeKilledNumReq

# Additional:

CLHBOKDEAAD AbilityActionCreateGadget
MOAGDIPKHDG AbilityActionGenerateElemBall
LEGJDNFHDOL AbilityIdentifier
KPKBCLAFLOD AbilityInvocationFailNotify
JOIKGGCNIEA AbilityMetaSetKilledState
HOKNBFLOIBE ActivityPushTipsData
OJPLCNINKAM ActivityPushTipsState
CMCPAJDBECD ActivityWatcherInfo
EGLKJNHNIHL AnchorPointData
EJPFCAJKGEO AnchorPointDataNotify
ENMPIHPANPM AnnounceData
OEPLBHEFOEF AttackHitEffectResult
BBLDAEBJAEP AttackResult
JMJBGNLIALO AvatarChangeTraceEffectReq
JADBOOAOCAN AvatarEnterElementViewNotify
OLMJAHGGLNB AvatarExpeditionDataNotify
GOGNLOBIJBC AvatarExpeditionInfo
KHEACGNKFFD AvatarFightPropNotify
GCOIHEJFACC AvatarFightPropUpdateNotify
NMPLDMIKKPH AvatarFlycloakChangeNotify
DIBECPHDCJI AvatarSatiationData
FCDJMNKDKKG AvatarSatiationDataNotify
FCDJMNKDKKG AvatarSatiationDataNotify
NBGHDMBJJOO AvatarSkillUpgradeRsp
BNHIHAGHPLN AvatarTeamResonanceInfo
NNIPEGAIGJA AvatarType
DNGKAHGDPCF AvatarWearFlycloakReq
ELOIGDGDEPB AvatarWearFlycloakRsp
NMNGNOICIFI BattlePassAllDataNotify
OPDBGJBHDOJ BattlePassChangeRewardPlanRsp
AKAKFPOHNPO BattlePassCurScheduleUpdateNotify
HDMJGJMPPMK GetBattlePassProductRsp
OBJNCMEEBOJ BattlePassSchedule
OEDPGDBJMDG BattlePassUnlockStatus
AJNMANHDAHF BuyGoodsReq
EEHGIAMJNAP HomeLimitedShopBuyGoodsReq
MAPPEFCFGCM BatchBuyGoodsReq
CPMKOGINAJI HomeLimitedShopBuyGoodsRsp
GOEGHPGEOIH ChallengeFinishType
PBBGHOCNMDB ChangeTeamNameRsp
IGHOBBGIEIF ChannellerSlabLoopDungeonResultInfo
OEJCPCAKFLC ChapterState
JMAEHPGGBEI ChestInfo
OFEAHFIOCEP BossChestInfo
NOJNFAIONEC BlossomChestInfo
HJLCIBPJEHI BlossomChestInfoNotify
BOJIPKKHALC ChooseCurAvatarTeamReq
ICPEJAMKJCE ClientCollectorData
NBNFBHAMFHC ClientCollectorDataNotify
FFDDKHFLGPF CountDownDelete
KFJDNANMNIJ DelayWeekCountDownDelete
NOLKEJIEEJL CreateEntityInfo
AGEMIMHKHBM CreateGadgetInfo
KLIHCDFILII GCGGameCreateReason
HNDAJGKEDBL CreateReason
OANAHIIFKHH CurVehicleInfo
LOFHHGEMEEO CustomCommonNodeInfo
PCKBCOFFEKK CustomDungeonResultInfo
IIEHONBEFJC EnterCustomDungeonType
DLDLLELKJIF CustomDungeonState
JHFBCKGBCFN CustomDungeonBanType
JILLIMBELOD TryCustomDungeonType
DFKJHOHGLGL CustomDungeonFinishType
AODCIPNLDHL OtherCustomDungeonBrief
APHNBCMCIFP SearchCustomDungeonRsp
FLEMJFAJKFG CustomDungeonAbstract
GFLOCKIMMNI CustomDungeonRecoverNotify
GMLMLDFMNJG EnterCustomDungeonRsp
HDFEEGDBNHE GetCustomDungeonRsp
JKIFINGNLBI CustomDungeonBrief
KCEJHMHANHN CustomDungeonUpdateNotify
DFKJHOHGLGL CustomDungeonFinishType
PCKBCOFFEKK CustomDungeonResultInfo
KNFFDNOPBMK CutSceneBeginNotify
JIKHOEJJFGO CutSceneEndNotify
EBHANMMKMJC CutSceneExtraParam
FBFFGMKCLBB CutSceneFinishNotify
IHKGBGKDDNN DataResVersionNotify
FOAAMDMNOHG DataResVersionOpType
OEFPMDONCIE DateTimeDelete
BEJNFEHNOIE DealAddFriendResultType
KFJDNANMNIJ DelayWeekCountDownDelete
LHEFOHPHBHG DoGachaReq
JEHJKCNLLFF DoGachaRsp
JMBKLOBOCAF DoSetPlayerBornDataNotify
IBNHKJIJNMM DropHintNotify
PGLIBBAHMLH DungeonChallengeFinishNotify
KJNIJNEDACG DungeonSettleExhibitionInfo
OLNKFCEFDNO DungeonSettleNotify
CFKPOKHHDBD EdgeType
LPHPONLDCNA EffigyChallengeDungeonResultInfo
GMLMLDFMNJG EnterCustomDungeonRsp
IIEHONBEFJC EnterCustomDungeonType
KDBHOHJDBGJ EntityFightPropNotify
CNGFMGDBOAP EntityFightPropUpdateNotify
DKLGNFADOJM EntityPropNotify
BKJEKEEGOEJ EntityTagChangeNotify
IAJFNMHKLPB EvtAvatarLockChairReq
MOONJMDPAEE EvtAvatarLockChairRsp
MPDFJHOCLNA EvtAvatarSitDownNotify
LCICLDKMGJH EvtAvatarStandUpNotify
NCCELEHOIJC EvtBeingHealedNotify
BOFLLHAMHGO EvtBeingHitInfo
JPDDHPJCMHP EvtBeingHitNotify
NMJDLBEPJDL EvtBeingHitsCombineNotify
PJBKCMOEADI ExhibitionDisplayInfo
OIPOFJEBNAN FishBattleEndRsp
JDIJDGDEDHC FishBattleResult
NHIHEEBICCM FishNoRewardReason
JPNNNBDOBGF FishtankFishInfo
LGCEFMNNELK ForceUpdateInfo
DJPEDNKLGMD FoundationStatus
BABAIDKPHNH GetGachaInfoRsp
DFODAHNACMC GachaInfo
AEJOFFMBDEP GetGachaInfoReq
DLEOIEJLBNN GachaItem
NEAEOHKCDNP GachaTransferItem
DFPBAEPPOEC GachaUpInfo
GEIHDHMPDNI GadgetCrucibleInfo
LEKAOIBAJDL GadgetGeneralRewardInfoNotify
HMFGEFHLFLC GalleryStartSource
LDIHCNHJECA GetActivityInfoReq
HMNALFECMHP GetActivityInfoRsp
JDEDMBNKHGM GetAllMailResultNotify
BGKNELMLGGN GetAllMailRsp
BNMIEOHIIJO GetAllUnlockNameCardReq
NLBPGPPLJFJ GetAllUnlockNameCardRsp
OBBHGHHFODG GetAreaExplorePointReq
ANNLJGCPLPL GetAreaExplorePointRsp
LKKBAIINPOD GetCityHuntingOfferRsp
LKGNCKKNAPM GetCityReputationInfoRsp
AEJOFFMBDEP GetGachaInfoReq
BABAIDKPHNH GetGachaInfoRsp
IGDAJLJLHNP GetMapAreaReq
LNFGEDHNPPC GetMapAreaRsp
NLBCKDIFELA GetOnlinePlayerInfoRsp
FKKAKGGAJAL GetOnlinePlayerListRsp
AHFFOMEMFBA GetPlayerFriendListReq
KINJKIMALFI GetPlayerMpModeAvailabilityRsp
PGCNAOPDHDL GetProfilePictureDataReq
LEIHLCENCKL GetProfilePictureDataRsp
NHINMJNICLP GetShopReq
KCNFOGOMKGB GetShopRsp
OKJHPHPCAKF GetWidgetSlotReq
NPOLGMNDJEM GetWidgetSlotRsp
KGLLJNJOGDC HomeBasicInfo
PPDEKBOLMMP HomeBasicInfoNotify
PPDEKBOLMMP HomeBasicInfoNotify
IKFBNGOLAKO HomeBlockArrangementInfo
FPBPMIPKLJH HomeBlockDotPattern
GLLOFJCNJPC HomeFurnitureData
MCIPEMGDHEE HomeFurnitureGroupData
CBJDBBPMOAH HomeFurnitureSuiteData
HKMKPDGNDDI HomeLimitedShopInfoNotify
PNFICOKGGNF HomeLimitedShopInfo
PACACFGABOG HomeMarkPointFurnitureData
GAHFGHDIJAH HomeMarkPointNotify
ECBLDKMCGJK HomeMarkPointNPCData
GDAJGDHDBNJ HomeMarkPointSceneData
JJHMMCLMHIG HomeMarkPointSuiteData
LCCFHIDBIFO HuntingOfferState
CANHDBCKKED InvestigationMonster
HAFAEAIGNAG InvestigationMonsterUpdateNotify
KAKJJKIMDED GetInvestigationMonsterRsp
EABMAGANHGO ItemParam
FACCHDFAGMM LuaShellType
OIGFPOOBGPA MailChangeNotify
PBOAGOGANAB MailCollectState
NPPGCLCGOJE MailData
JJOKLHKMFBN MailItem
ONKBODDGEBN MailTextContent
FFAEBMMENHI MapAreaChangeNotify
EBHANCPKEGF MapAreaInfo
KEDHJCFMPJH MapMarkTipsType
MEOLDLPEDLE MarkMapRsp
GCPLCPNLBCA MassivePropParam
MBFCGKCPAJM MassivePropSyncInfo
APFIKOMDKAA MatchType
JIOJEECIPEO MaterialDeleteReturnNotify
IIBEFFADHEK MaterialDeleteReturnType
AFJCIBGGHCL MonsterBornType
PDHDGNDFADC MonsterRoute
IPGFDEODIGP MonsterSummonTagNotify
PNEEDNEOFDG MPLevelEntityInfo
EHGGPADJNFJ OneoffGatherPointDetectorData
MLOPPCLPHLM OneoffGatherPointDetectorDataNotify
HBPBMNBNDFA OpenStateChangeNotify
FBBHMNMIJNI OpenStateUpdateNotify
GILLMDOBMJG GCGOperationDiscover
ADMJFMOJOLM GCGOperationReroll
LDHDJAKJOFB GCGOperationReboot
AKFINKAJJNO GCGOperationAttack
EABIFJIKLDA GCGOperationOnStageSelect
KFJHLALOPJC GCGOperationPlayCard
ANMCLDKAHEF GCGOperationChangeCharacterIndex
CJJBMALELGC GCGOperationPass
EOPDBBMJBFD GCGOperationSurrender
BIKCFGHIGJO GCGOperationVehicle
EJPCKOGOBPC GCGOperationRedraw
KNFMHFKLHED Operation
KPAFFFMHHOA LuaOptionType
AMPLBGEIHLE OptionType
ONKFPHDAFEO OptionType
DCGLHAODMKF ParamList
IIKGJDFNBNE ParentQuest
GNCOGIDFGJN PathStatusType
HPOHJNJLBEE PersonalSceneJumpReq
KHDFLEIPPBK PlayerApplyEnterMpAfterMatchAgreedNotify
OJPFEKBIMNE PlayerApplyEnterMpNotify
IMHIBMDMADN PlayerDieOption
HJINLMLNLOE PlayerGameTimeByLuaNotify
OBHBCPBNLPA PlayerHomeCompInfoNotify
OBHBCPBNLPA PlayerHomeCompInfoNotify
BHCGGLPEICG PlayerLocationInfo
MGKMGCNOPMJ PlayerLuaShellNotify
KIGJHIELNIH PlayerWorldLocationInfo
IPIEFEEJBFE PotionDungeonResultInfo
DKHKJPGJGKL PullPrivateChatRsp
DDNGMPEPHLJ PullRecentChatRsp
LPKEMNHAPCN QueryCurrRegionHttpRsp
HJGEJJMPANC QueryRegionListHttpRsp
NPGOFMJCHIM QuestParam
EINBIJAEOIO Quest
DEHCFPMMKEM QuestCreateEntityReq
IIKGJDFNBNE ParentQuest
NEMCGFGFPBK QuestCreateEntityRsp
CCNGPDLFGFE RegionSearchState
CCNGPDLFGFE RegionSearchState
PLMEDHMCCBC RegionSimpleInfo
KMKDPEHACGJ ReliquaryPromoteRsp
LOJCBEMLGDF ReliquaryUpgradeRsp
NIFOKJBPPIJ Retcode
COEFMIPBDEB RoutePoint
FMONJHJOKBM SalvagePreventStopReason
BKFLBBJDNJK SceneCreateEntityReq
MAAMDLEDLAN SceneCreateEntityRsp
AMGLNOHBENJ SceneDataNotify
KGBEOJCLBDC SceneEntityDisappearNotify
FACDFOCLHMI SceneFishInfo
MELOAODCHEP ScenePlayerLocationNotify
ADGNLIGNHCE ServerAnnounceNotify
HFNIBNIHKJM ServerBuffChangeNotify
LFMODMGGNCI ServerBuffChangeType
JFPCNFPCLEB ServerDisconnectClientNotify
PEEOOOCDADD SetNameCardReq
FAGFHLKAPKD SetNameCardRsp
GMDNKKNKNNM SetPlayerBirthdayReq
JFJBKHNAICG SetPlayerBirthdayRsp
JEOIMIHFNKF SetPlayerBornDataReq
HOONKDLHEOE SetPlayerBornDataRsp
JOEBFBKCNOB SetPlayerNameReq
OCJHEBDMHLE SetPlayerNameRsp
AJJALBBLEFP SetPlayerPropReq
KEFJFDLDGFH SetPlayerSignatureReq
MDKFFFDPNHF SetPlayerSignatureRsp
PDIPCEOKAFO SetWidgetSlotReq
ICELIEFBENL SetWidgetSlotRsp
POJFKLJGKDH ShapeType
LBGKHPLLHMD ShopInfo
NEHNOMECCOD ShopMcoinProduct
KHAKBCPPPNF ShopConcertProduct
CPMKOGINAJI HomeLimitedShopBuyGoodsRsp
EEHGIAMJNAP HomeLimitedShopBuyGoodsReq
GGDABBHNFNA HomeLimitedShopGoods
HKMKPDGNDDI HomeLimitedShopInfoNotify
KCNFOGOMKGB GetShopRsp
LAGEJLAKKPG ShopGoods
NFAEFHDKIHA Shop
OBBPFFCKHHD HomeLimitedShopGoodsListRsp
ODKEMAPIGCK ShopCardProduct
PNFICOKGGNF HomeLimitedShopInfo
NHINMJNICLP GetShopReq
ODKEMAPIGCK ShopCardProduct
KHAKBCPPPNF ShopConcertProduct
GGDABBHNFNA HomeLimitedShopGoods
LAGEJLAKKPG ShopGoods
OBBPFFCKHHD HomeLimitedShopGoodsListRsp
NEHNOMECCOD ShopMcoinProduct
EOKJFKGJEFG SocialShowAvatarInfo
OCEBDELMFKF ShowAvatarInfo
CGBGGHHJPCF ShowEquip
OBKJJNHMHBJ ShowTemplateReminderNotify
HEHFNKFEIFN StoreItemChangeNotify
KJGMOFAPEFE StoreItemDelNotify
EHPDAJIDOBL StoreWeightLimitNotify
AIBJEKIDCBA SystemHint
OPCFBEMLIPD TeamResonanceChangeNotify
JLHKPMBHFIL ToTheMoonEnterSceneReq
EOKNIMBHAON ToTheMoonQueryPathRsp
IHKCOEONOFA TowerLevelEndNotify
JFPFLBLBKNB TrialAvatarFirstPassDungeonNotify
OAOCLEHBHAJ UpdatePlayerShowAvatarListReq
NOHCGCIOAKH UpdatePlayerShowAvatarListRsp
FDDPNPBKGGI UseItemReq
JHBKNCGKGNF UseItemRsp
GGDAILLJMAK VehicleLocationInfo
CHKAMAJMFMB VehicleStaminaNotify
LHKKNJHIDII WeaponAwakenRsp
MANHEOEDDKE WeaponUpgradeRsp
ODMCLPGHOJA WidgetCreateLocationInfo
EDLBGMAANIB WidgetCreatorInfo
FEEMGJPPJOE WidgetCreatorOpType
EBOIBNNBBMK WidgetDoBagReq
BHKPDOGOIFK WidgetSlotChangeNotify
MBBFMIHODGF WidgetSlotOp
AKBJOCFKPKF WindSeedType1Notify
JLFOFPNNLAN WorldPlayerDieNotify
CBCNGPMLKMG WorldPlayerLocationNotify
JFDDMMIJJDO hit_collision
JAKGDLEEANM attacker_id
HIIFELMJDIJ defense_id
MDJCGEAOADA anim_event_id
GOOAPOIFDPJ damage
FNKKNEMGEHA resolve_dir
POHHFHAMPHO hit_eff_result
GHCONFOPAAM ability_identifier
